date,mois_jour,year,allcause,allcause_per100k,covid,covid_per100k
2011-07-15,07/15,2011,1334.0,2.115110195021405,,
2011-07-16,07/16,2011,1335.0,2.1166957348977324,,
2011-07-17,07/17,2011,1399.0,2.2181702869827173,,
2011-07-18,07/18,2011,1385.0,2.195972728714127,,
2011-07-19,07/19,2011,1389.0,2.2023148882194388,,
2011-07-20,07/20,2011,1413.0,2.240367845251308,,
2011-07-21,07/21,2011,1360.0,2.1563342318059298,,
2011-07-22,07/22,2011,1416.0,2.2451244648802917,,
2011-07-23,07/23,2011,1370.0,2.1721896305692088,,
2011-07-24,07/24,2011,1359.0,2.1547486919296017,,
2011-07-25,07/25,2011,1476.0,2.340256857459965,,
2011-07-26,07/26,2011,1384.0,2.194387188837799,,
2011-07-27,07/27,2011,1357.0,2.151577612176946,,
2011-07-28,07/28,2011,1373.0,2.1769462501981924,,
2011-07-29,07/29,2011,1419.0,2.2498810845092754,,
2011-07-30,07/30,2011,1417.0,2.2467100047566193,,
2011-07-31,07/31,2011,1345.0,2.1325511336610115,,
2011-08-01,08/01,2011,1483.0,2.3513556365942603,,
2011-08-02,08/02,2011,1543.0,2.4464880291739335,,
2011-08-03,08/03,2011,1559.0,2.47185666719518,,
2011-08-04,08/04,2011,1441.0,2.284762961788489,,
2011-08-05,08/05,2011,1442.0,2.2863485016648166,,
2011-08-06,08/06,2011,1362.0,2.1595053115585854,,
2011-08-07,08/07,2011,1359.0,2.1547486919296017,,
2011-08-08,08/08,2011,1299.0,2.0596162993499285,,
2011-08-09,08/09,2011,1386.0,2.197558268590455,,
2011-08-10,08/10,2011,1338.0,2.121452354526716,,
2011-08-11,08/11,2011,1348.0,2.137307753289995,,
2011-08-12,08/12,2011,1408.0,2.2324401458696683,,
2011-08-13,08/13,2011,1392.0,2.2070715078484224,,
2011-08-14,08/14,2011,1363.0,2.1610908514349134,,
2011-08-15,08/15,2011,1280.0,2.0294910416996985,,
2011-08-16,08/16,2011,1360.0,2.1563342318059298,,
2011-08-17,08/17,2011,1431.0,2.26890756302521,,
2011-08-18,08/18,2011,1458.0,2.311717139686063,,
2011-08-19,08/19,2011,1420.0,2.251466624385603,,
2011-08-20,08/20,2011,1345.0,2.1325511336610115,,
2011-08-21,08/21,2011,1484.0,2.352941176470588,,
2011-08-22,08/22,2011,1458.0,2.311717139686063,,
2011-08-23,08/23,2011,1488.0,2.3592833359758996,,
2011-08-24,08/24,2011,1431.0,2.26890756302521,,
2011-08-25,08/25,2011,1373.0,2.1769462501981924,,
2011-08-26,08/26,2011,1396.0,2.2134136673537337,,
2011-08-27,08/27,2011,1223.0,1.939115268749009,,
2011-08-28,08/28,2011,1248.0,1.978753765657206,,
2011-08-29,08/29,2011,1320.0,2.092912636752814,,
2011-08-30,08/30,2011,1334.0,2.115110195021405,,
2011-08-31,08/31,2011,1347.0,2.135722213413667,,
2011-09-01,09/01,2011,1445.0,2.2911051212938003,,
2011-09-02,09/02,2011,1467.0,2.325986998573014,,
2011-09-03,09/03,2011,1448.0,2.295861740922784,,
2011-09-04,09/04,2011,1326.0,2.1024258760107815,,
2011-09-05,09/05,2011,1323.0,2.097669256381798,,
2011-09-06,09/06,2011,1346.0,2.1341366735373395,,
2011-09-07,09/07,2011,1397.0,2.2149992072300617,,
2011-09-08,09/08,2011,1374.0,2.17853179007452,,
2011-09-09,09/09,2011,1492.0,2.3656254954812113,,
2011-09-10,09/10,2011,1466.0,2.324401458696686,,
2011-09-11,09/11,2011,1382.0,2.1912161090851434,,
2011-09-12,09/12,2011,1378.0,2.1848739495798317,,
2011-09-13,09/13,2011,1471.0,2.3323291580783256,,
2011-09-14,09/14,2011,1402.0,2.222926906611701,,
2011-09-15,09/15,2011,1352.0,2.143649912795307,,
2011-09-16,09/16,2011,1392.0,2.2070715078484224,,
2011-09-17,09/17,2011,1444.0,2.2895195814174727,,
2011-09-18,09/18,2011,1359.0,2.1547486919296017,,
2011-09-19,09/19,2011,1362.0,2.1595053115585854,,
2011-09-20,09/20,2011,1351.0,2.1420643729189788,,
2011-09-21,09/21,2011,1343.0,2.129380053908356,,
2011-09-22,09/22,2011,1363.0,2.1610908514349134,,
2011-09-23,09/23,2011,1417.0,2.2467100047566193,,
2011-09-24,09/24,2011,1371.0,2.1737751704455364,,
2011-09-25,09/25,2011,1399.0,2.2181702869827173,,
2011-09-26,09/26,2011,1301.0,2.062787379102584,,
2011-09-27,09/27,2011,1100.0,1.7440938639606784,,
2011-09-28,09/28,2011,1285.0,2.0374187410813382,,
2011-09-29,09/29,2011,1523.0,2.414777231647376,,
2011-09-30,09/30,2011,1452.0,2.3022039004280956,,
2011-10-01,10/01,2011,1471.0,2.3323291580783256,,
2011-10-02,10/02,2011,1464.0,2.3212303789440303,,
2011-10-03,10/03,2011,1469.0,2.3291580783256696,,
2011-10-04,10/04,2011,1464.0,2.3212303789440303,,
2011-10-05,10/05,2011,1457.0,2.310131599809735,,
2011-10-06,10/06,2011,1440.0,2.283177421912161,,
2011-10-07,10/07,2011,1377.0,2.1832884097035037,,
2011-10-08,10/08,2011,1468.0,2.327572538449342,,
2011-10-09,10/09,2011,1390.0,2.2039004280957664,,
2011-10-10,10/10,2011,1516.0,2.4036784525130805,,
2011-10-11,10/11,2011,1529.0,2.424290470905343,,
2011-10-12,10/12,2011,1440.0,2.283177421912161,,
2011-10-13,10/13,2011,1505.0,2.386237513873474,,
2011-10-14,10/14,2011,1464.0,2.3212303789440303,,
2011-10-15,10/15,2011,1490.0,2.362454415728555,,
2011-10-16,10/16,2011,1432.0,2.2704931029015376,,
2011-10-17,10/17,2011,1497.0,2.3735531948628505,,
2011-10-18,10/18,2011,1553.0,2.4623434279372125,,
2011-10-19,10/19,2011,1530.0,2.425876010781671,,
2011-10-20,10/20,2011,1512.0,2.397336293007769,,
2011-10-21,10/21,2011,1592.0,2.524179483114,,
2011-10-22,10/22,2011,1572.0,2.4924686855874425,,
2011-10-23,10/23,2011,1511.0,2.3957507531314413,,
2011-10-24,10/24,2011,1641.0,2.6018709370540667,,
2011-10-25,10/25,2011,1678.0,2.6605359124781987,,
2011-10-26,10/26,2011,1518.0,2.406849532265736,,
2011-10-27,10/27,2011,1535.0,2.4338037101633105,,
2011-10-28,10/28,2011,1488.0,2.3592833359758996,,
2011-10-29,10/29,2011,1591.0,2.522593943237672,,
2011-10-30,10/30,2011,1557.0,2.468685587442524,,
2011-10-31,10/31,2011,1523.0,2.414777231647376,,
2011-11-01,11/01,2011,1586.0,2.5146662438560328,,
2011-11-02,11/02,2011,1486.0,2.356112256223244,,
2011-11-03,11/03,2011,1468.0,2.327572538449342,,
2011-11-04,11/04,2011,1552.0,2.4607578880608845,,
2011-11-05,11/05,2011,1507.0,2.3894085936261296,,
2011-11-06,11/06,2011,1547.0,2.452830188679245,,
2011-11-07,11/07,2011,1501.0,2.3798953543681622,,
2011-11-08,11/08,2011,1562.0,2.4766132868241635,,
2011-11-09,11/09,2011,1507.0,2.3894085936261296,,
2011-11-10,11/10,2011,1450.0,2.29903282067544,,
2011-11-11,11/11,2011,1492.0,2.3656254954812113,,
2011-11-12,11/12,2011,1496.0,2.371967654986523,,
2011-11-13,11/13,2011,1450.0,2.29903282067544,,
2011-11-14,11/14,2011,1500.0,2.378309814491834,,
2011-11-15,11/15,2011,1503.0,2.383066434120818,,
2011-11-16,11/16,2011,1565.0,2.481369906453147,,
2011-11-17,11/17,2011,1507.0,2.3894085936261296,,
2011-11-18,11/18,2011,1598.0,2.5336927223719674,,
2011-11-19,11/19,2011,1500.0,2.378309814491834,,
2011-11-20,11/20,2011,1535.0,2.4338037101633105,,
2011-11-21,11/21,2011,1519.0,2.408435072142064,,
2011-11-22,11/22,2011,1543.0,2.4464880291739335,,
2011-11-23,11/23,2011,1528.0,2.422704931029015,,
2011-11-24,11/24,2011,1568.0,2.486126526082131,,
2011-11-25,11/25,2011,1540.0,2.44173140954495,,
2011-11-26,11/26,2011,1509.0,2.392579673378785,,
2011-11-27,11/27,2011,1508.0,2.3909941335024576,,
2011-11-28,11/28,2011,1600.0,2.536863802124623,,
2011-11-29,11/29,2011,1589.0,2.5194228634850164,,
2011-11-30,11/30,2011,1560.0,2.473442207071508,,
2011-12-01,12/01,2011,1632.0,2.5876010781671157,,
2011-12-02,12/02,2011,1572.0,2.4924686855874425,,
2011-12-03,12/03,2011,1526.0,2.4195338512763596,,
2011-12-04,12/04,2011,1520.0,2.4100206120183922,,
2011-12-05,12/05,2011,1620.0,2.568574599651181,,
2011-12-06,12/06,2011,1608.0,2.5495481211352464,,
2011-12-07,12/07,2011,1625.0,2.5765022990328204,,
2011-12-08,12/08,2011,1615.0,2.560646900269542,,
2011-12-09,12/09,2011,1628.0,2.581258918661804,,
2011-12-10,12/10,2011,1552.0,2.4607578880608845,,
2011-12-11,12/11,2011,1527.0,2.421119391152687,,
2011-12-12,12/12,2011,1630.0,2.58442999841446,,
2011-12-13,12/13,2011,1601.0,2.538449342000951,,
2011-12-14,12/14,2011,1585.0,2.5130807039797047,,
2011-12-15,12/15,2011,1584.0,2.511495164103377,,
2011-12-16,12/16,2011,1689.0,2.6779768511178053,,
2011-12-17,12/17,2011,1641.0,2.6018709370540667,,
2011-12-18,12/18,2011,1543.0,2.4464880291739335,,
2011-12-19,12/19,2011,1681.0,2.6652925321071823,,
2011-12-20,12/20,2011,1647.0,2.611384176312034,,
2011-12-21,12/21,2011,1702.0,2.698588869510068,,
2011-12-22,12/22,2011,1678.0,2.6605359124781987,,
2011-12-23,12/23,2011,1736.0,2.7524972253052162,,
2011-12-24,12/24,2011,1536.0,2.435389250039638,,
2011-12-25,12/25,2011,1652.0,2.6193118756936733,,
2011-12-26,12/26,2011,1655.0,2.624068495322657,,
2011-12-27,12/27,2011,1733.0,2.7477406056762326,,
2011-12-28,12/28,2011,1718.0,2.7239575075313143,,
2011-12-29,12/29,2011,1743.0,2.7635960044395116,,
2011-12-30,12/30,2011,1650.0,2.6161407959410177,,
2011-12-31,12/31,2011,1666.0,2.641509433962264,,
2012-01-01,01/01,2012,1813.0,2.8607495069033533,,
2012-01-02,01/02,2012,1754.0,2.767652859960552,,
2012-01-03,01/03,2012,1743.0,2.750295857988166,,
2012-01-04,01/04,2012,1762.0,2.780276134122288,,
2012-01-05,01/05,2012,1757.0,2.7723865877712033,,
2012-01-06,01/06,2012,1730.0,2.7297830374753453,,
2012-01-07,01/07,2012,1662.0,2.6224852071005915,,
2012-01-08,01/08,2012,1713.0,2.7029585798816567,,
2012-01-09,01/09,2012,1736.0,2.739250493096647,,
2012-01-10,01/10,2012,1776.0,2.8023668639053256,,
2012-01-11,01/11,2012,1686.0,2.6603550295857987,,
2012-01-12,01/12,2012,1716.0,2.707692307692308,,
2012-01-13,01/13,2012,1692.0,2.6698224852071006,,
2012-01-14,01/14,2012,1648.0,2.600394477317554,,
2012-01-15,01/15,2012,1642.0,2.5909270216962526,,
2012-01-16,01/16,2012,1738.0,2.742406311637081,,
2012-01-17,01/17,2012,1819.0,2.8702169625246547,,
2012-01-18,01/18,2012,1766.0,2.786587771203156,,
2012-01-19,01/19,2012,1688.0,2.663510848126233,,
2012-01-20,01/20,2012,1709.0,2.696646942800789,,
2012-01-21,01/21,2012,1662.0,2.6224852071005915,,
2012-01-22,01/22,2012,1742.0,2.7487179487179487,,
2012-01-23,01/23,2012,1736.0,2.739250493096647,,
2012-01-24,01/24,2012,1731.0,2.731360946745562,,
2012-01-25,01/25,2012,1663.0,2.6240631163708086,,
2012-01-26,01/26,2012,1702.0,2.6856015779092703,,
2012-01-27,01/27,2012,1666.0,2.6287968441814598,,
2012-01-28,01/28,2012,1616.0,2.5499013806706112,,
2012-01-29,01/29,2012,1626.0,2.565680473372781,,
2012-01-30,01/30,2012,1650.0,2.603550295857988,,
2012-01-31,01/31,2012,1702.0,2.6856015779092703,,
2012-02-01,02/01,2012,1674.0,2.6414201183431953,,
2012-02-02,02/02,2012,1665.0,2.6272189349112427,,
2012-02-03,02/03,2012,1723.0,2.7187376725838264,,
2012-02-04,02/04,2012,1790.0,2.824457593688363,,
2012-02-05,02/05,2012,1770.0,2.7928994082840237,,
2012-02-06,02/06,2012,1849.0,2.917554240631164,,
2012-02-07,02/07,2012,1901.0,2.9996055226824456,,
2012-02-08,02/08,2012,1788.0,2.821301775147929,,
2012-02-09,02/09,2012,1875.0,2.9585798816568047,,
2012-02-10,02/10,2012,1930.0,3.0453648915187377,,
2012-02-11,02/11,2012,1870.0,2.95069033530572,,
2012-02-12,02/12,2012,1840.0,2.903353057199211,,
2012-02-13,02/13,2012,1879.0,2.9648915187376725,,
2012-02-14,02/14,2012,1960.0,3.0927021696252464,,
2012-02-15,02/15,2012,1976.0,3.117948717948718,,
2012-02-16,02/16,2012,2019.0,3.1857988165680475,,
2012-02-17,02/17,2012,1968.0,3.1053254437869824,,
2012-02-18,02/18,2012,1996.0,3.1495069033530574,,
2012-02-19,02/19,2012,1922.0,3.032741617357002,,
2012-02-20,02/20,2012,1901.0,2.9996055226824456,,
2012-02-21,02/21,2012,1951.0,3.0785009861932937,,
2012-02-22,02/22,2012,2008.0,3.1684418145956608,,
2012-02-23,02/23,2012,1992.0,3.143195266272189,,
2012-02-24,02/24,2012,2006.0,3.1652859960552266,,
2012-02-25,02/25,2012,1983.0,3.1289940828402365,,
2012-02-26,02/26,2012,1991.0,3.1416173570019725,,
2012-02-27,02/27,2012,2026.0,3.196844181459566,,
2012-02-28,02/28,2012,1944.0,3.067455621301775,,
2012-03-01,03/01,2012,2046.0,3.2284023668639055,,
2012-03-02,03/02,2012,1980.0,3.1242603550295858,,
2012-03-03,03/03,2012,1882.0,2.9696252465483233,,
2012-03-04,03/04,2012,1865.0,2.942800788954635,,
2012-03-05,03/05,2012,1910.0,3.0138067061143983,,
2012-03-06,03/06,2012,1894.0,2.988560157790927,,
2012-03-07,03/07,2012,1857.0,2.9301775147928995,,
2012-03-08,03/08,2012,1834.0,2.8938856015779093,,
2012-03-09,03/09,2012,1774.0,2.7992110453648915,,
2012-03-10,03/10,2012,1796.0,2.8339250493096646,,
2012-03-11,03/11,2012,1839.0,2.901775147928994,,
2012-03-12,03/12,2012,1869.0,2.949112426035503,,
2012-03-13,03/13,2012,1789.0,2.822879684418146,,
2012-03-14,03/14,2012,1827.0,2.8828402366863903,,
2012-03-15,03/15,2012,1750.0,2.7613412228796843,,
2012-03-16,03/16,2012,1836.0,2.897041420118343,,
2012-03-17,03/17,2012,1732.0,2.732938856015779,,
2012-03-18,03/18,2012,1656.0,2.61301775147929,,
2012-03-19,03/19,2012,1735.0,2.73767258382643,,
2012-03-20,03/20,2012,1594.0,2.515187376725838,,
2012-03-21,03/21,2012,1654.0,2.609861932938856,,
2012-03-22,03/22,2012,1701.0,2.6840236686390533,,
2012-03-23,03/23,2012,1688.0,2.663510848126233,,
2012-03-24,03/24,2012,1639.0,2.5861932938856014,,
2012-03-25,03/25,2012,1534.0,2.4205128205128204,,
2012-03-26,03/26,2012,1703.0,2.687179487179487,,
2012-03-27,03/27,2012,1671.0,2.636686390532544,,
2012-03-28,03/28,2012,1654.0,2.609861932938856,,
2012-03-29,03/29,2012,1646.0,2.5972386587771203,,
2012-03-30,03/30,2012,1565.0,2.4694280078895465,,
2012-03-31,03/31,2012,1510.0,2.3826429980276136,,
2012-04-01,04/01,2012,1561.0,2.4631163708086783,,
2012-04-02,04/02,2012,1556.0,2.455226824457594,,
2012-04-03,04/03,2012,1629.0,2.570414201183432,,
2012-04-04,04/04,2012,1580.0,2.4930966469428006,,
2012-04-05,04/05,2012,1611.0,2.542011834319527,,
2012-04-06,04/06,2012,1613.0,2.5451676528599605,,
2012-04-07,04/07,2012,1672.0,2.6382642998027612,,
2012-04-08,04/08,2012,1490.0,2.351084812623274,,
2012-04-09,04/09,2012,1531.0,2.4157790927021696,,
2012-04-10,04/10,2012,1622.0,2.559368836291913,,
2012-04-11,04/11,2012,1586.0,2.5025641025641026,,
2012-04-12,04/12,2012,1604.0,2.530966469428008,,
2012-04-13,04/13,2012,1604.0,2.530966469428008,,
2012-04-14,04/14,2012,1561.0,2.4631163708086783,,
2012-04-15,04/15,2012,1547.0,2.4410256410256412,,
2012-04-16,04/16,2012,1530.0,2.4142011834319526,,
2012-04-17,04/17,2012,1533.0,2.4189349112426037,,
2012-04-18,04/18,2012,1603.0,2.529388560157791,,
2012-04-19,04/19,2012,1676.0,2.644575936883629,,
2012-04-20,04/20,2012,1665.0,2.6272189349112427,,
2012-04-21,04/21,2012,1561.0,2.4631163708086783,,
2012-04-22,04/22,2012,1507.0,2.3779092702169624,,
2012-04-23,04/23,2012,1621.0,2.557790927021696,,
2012-04-24,04/24,2012,1610.0,2.5404339250493098,,
2012-04-25,04/25,2012,1528.0,2.411045364891519,,
2012-04-26,04/26,2012,1607.0,2.5357001972386586,,
2012-04-27,04/27,2012,1627.0,2.567258382642998,,
2012-04-28,04/28,2012,1538.0,2.426824457593688,,
2012-04-29,04/29,2012,1493.0,2.355818540433925,,
2012-04-30,04/30,2012,1523.0,2.403155818540434,,
2012-05-01,05/01,2012,1586.0,2.5025641025641026,,
2012-05-02,05/02,2012,1505.0,2.3747534516765287,,
2012-05-03,05/03,2012,1505.0,2.3747534516765287,,
2012-05-04,05/04,2012,1460.0,2.3037475345167655,,
2012-05-05,05/05,2012,1533.0,2.4189349112426037,,
2012-05-06,05/06,2012,1475.0,2.3274161735700196,,
2012-05-07,05/07,2012,1513.0,2.3873767258382643,,
2012-05-08,05/08,2012,1487.0,2.3463510848126234,,
2012-05-09,05/09,2012,1591.0,2.5104536489151874,,
2012-05-10,05/10,2012,1620.0,2.5562130177514795,,
2012-05-11,05/11,2012,1623.0,2.56094674556213,,
2012-05-12,05/12,2012,1473.0,2.324260355029586,,
2012-05-13,05/13,2012,1462.0,2.306903353057199,,
2012-05-14,05/14,2012,1482.0,2.3384615384615386,,
2012-05-15,05/15,2012,1461.0,2.305325443786982,,
2012-05-16,05/16,2012,1401.0,2.2106508875739643,,
2012-05-17,05/17,2012,1438.0,2.269033530571992,,
2012-05-18,05/18,2012,1529.0,2.4126232741617355,,
2012-05-19,05/19,2012,1437.0,2.2674556213017754,,
2012-05-20,05/20,2012,1468.0,2.316370808678501,,
2012-05-21,05/21,2012,1489.0,2.349506903353057,,
2012-05-22,05/22,2012,1495.0,2.358974358974359,,
2012-05-23,05/23,2012,1540.0,2.4299802761341223,,
2012-05-24,05/24,2012,1532.0,2.4173570019723867,,
2012-05-25,05/25,2012,1529.0,2.4126232741617355,,
2012-05-26,05/26,2012,1539.0,2.428402366863905,,
2012-05-27,05/27,2012,1433.0,2.261143984220907,,
2012-05-28,05/28,2012,1421.0,2.2422090729783037,,
2012-05-29,05/29,2012,1492.0,2.3542406311637083,,
2012-05-30,05/30,2012,1508.0,2.3794871794871795,,
2012-05-31,05/31,2012,1481.0,2.3368836291913215,,
2012-06-01,06/01,2012,1421.0,2.2422090729783037,,
2012-06-02,06/02,2012,1469.0,2.317948717948718,,
2012-06-03,06/03,2012,1492.0,2.3542406311637083,,
2012-06-04,06/04,2012,1399.0,2.2074950690335307,,
2012-06-05,06/05,2012,1347.0,2.1254437869822485,,
2012-06-06,06/06,2012,1427.0,2.2516765285996057,,
2012-06-07,06/07,2012,1390.0,2.193293885601578,,
2012-06-08,06/08,2012,1405.0,2.2169625246548326,,
2012-06-09,06/09,2012,1338.0,2.111242603550296,,
2012-06-10,06/10,2012,1337.0,2.1096646942800787,,
2012-06-11,06/11,2012,1429.0,2.2548323471400393,,
2012-06-12,06/12,2012,1419.0,2.2390532544378696,,
2012-06-13,06/13,2012,1431.0,2.2579881656804734,,
2012-06-14,06/14,2012,1458.0,2.3005917159763314,,
2012-06-15,06/15,2012,1465.0,2.31163708086785,,
2012-06-16,06/16,2012,1446.0,2.281656804733728,,
2012-06-17,06/17,2012,1354.0,2.1364891518737674,,
2012-06-18,06/18,2012,1446.0,2.281656804733728,,
2012-06-19,06/19,2012,1532.0,2.4173570019723867,,
2012-06-20,06/20,2012,1444.0,2.278500986193294,,
2012-06-21,06/21,2012,1468.0,2.316370808678501,,
2012-06-22,06/22,2012,1466.0,2.313214990138067,,
2012-06-23,06/23,2012,1449.0,2.2863905325443787,,
2012-06-24,06/24,2012,1370.0,2.1617357001972386,,
2012-06-25,06/25,2012,1481.0,2.3368836291913215,,
2012-06-26,06/26,2012,1500.0,2.366863905325444,,
2012-06-27,06/27,2012,1556.0,2.455226824457594,,
2012-06-28,06/28,2012,1584.0,2.4994082840236684,,
2012-06-29,06/29,2012,1573.0,2.482051282051282,,
2012-06-30,06/30,2012,1408.0,2.2216962524654833,,
2012-07-01,07/01,2012,1416.0,2.234319526627219,,
2012-07-02,07/02,2012,1375.0,2.1696252465483234,,
2012-07-03,07/03,2012,1460.0,2.3037475345167655,,
2012-07-04,07/04,2012,1489.0,2.349506903353057,,
2012-07-05,07/05,2012,1392.0,2.1964497041420117,,
2012-07-06,07/06,2012,1491.0,2.3526627218934912,,
2012-07-07,07/07,2012,1361.0,2.147534516765286,,
2012-07-08,07/08,2012,1348.0,2.1270216962524655,,
2012-07-09,07/09,2012,1403.0,2.2138067061143984,,
2012-07-10,07/10,2012,1402.0,2.2122287968441814,,
2012-07-11,07/11,2012,1376.0,2.1712031558185405,,
2012-07-12,07/12,2012,1404.0,2.2153846153846155,,
2012-07-13,07/13,2012,1351.0,2.1317554240631162,,
2012-07-14,07/14,2012,1405.0,2.2169625246548326,,
2012-07-15,07/15,2012,1332.0,2.101775147928994,,
2012-07-16,07/16,2012,1456.0,2.2974358974358973,,
2012-07-17,07/17,2012,1467.0,2.314792899408284,,
2012-07-18,07/18,2012,1469.0,2.317948717948718,,
2012-07-19,07/19,2012,1524.0,2.404733727810651,,
2012-07-20,07/20,2012,1479.0,2.3337278106508874,,
2012-07-21,07/21,2012,1372.0,2.1648915187376727,,
2012-07-22,07/22,2012,1358.0,2.142800788954635,,
2012-07-23,07/23,2012,1543.0,2.434714003944773,,
2012-07-24,07/24,2012,1540.0,2.4299802761341223,,
2012-07-25,07/25,2012,1549.0,2.444181459566075,,
2012-07-26,07/26,2012,1541.0,2.4315581854043393,,
2012-07-27,07/27,2012,1628.0,2.568836291913215,,
2012-07-28,07/28,2012,1513.0,2.3873767258382643,,
2012-07-29,07/29,2012,1379.0,2.1759368836291912,,
2012-07-30,07/30,2012,1375.0,2.1696252465483234,,
2012-07-31,07/31,2012,1423.0,2.245364891518738,,
2012-08-01,08/01,2012,1465.0,2.31163708086785,,
2012-08-02,08/02,2012,1414.0,2.231163708086785,,
2012-08-03,08/03,2012,1402.0,2.2122287968441814,,
2012-08-04,08/04,2012,1402.0,2.2122287968441814,,
2012-08-05,08/05,2012,1355.0,2.138067061143984,,
2012-08-06,08/06,2012,1432.0,2.2595660749506905,,
2012-08-07,08/07,2012,1404.0,2.2153846153846155,,
2012-08-08,08/08,2012,1384.0,2.183826429980276,,
2012-08-09,08/09,2012,1436.0,2.2658777120315583,,
2012-08-10,08/10,2012,1456.0,2.2974358974358973,,
2012-08-11,08/11,2012,1437.0,2.2674556213017754,,
2012-08-12,08/12,2012,1403.0,2.2138067061143984,,
2012-08-13,08/13,2012,1520.0,2.398422090729783,,
2012-08-14,08/14,2012,1480.0,2.3353057199211045,,
2012-08-15,08/15,2012,1368.0,2.158579881656805,,
2012-08-16,08/16,2012,1377.0,2.1727810650887576,,
2012-08-17,08/17,2012,1471.0,2.321104536489152,,
2012-08-18,08/18,2012,1447.0,2.2832347140039446,,
2012-08-19,08/19,2012,1502.0,2.3700197238658776,,
2012-08-20,08/20,2012,1472.0,2.322682445759369,,
2012-08-21,08/21,2012,1500.0,2.366863905325444,,
2012-08-22,08/22,2012,1448.0,2.2848126232741617,,
2012-08-23,08/23,2012,1419.0,2.2390532544378696,,
2012-08-24,08/24,2012,1438.0,2.269033530571992,,
2012-08-25,08/25,2012,1380.0,2.1775147928994083,,
2012-08-26,08/26,2012,1356.0,2.139644970414201,,
2012-08-27,08/27,2012,1293.0,2.0402366863905326,,
2012-08-28,08/28,2012,1425.0,2.2485207100591715,,
2012-08-29,08/29,2012,1338.0,2.111242603550296,,
2012-08-30,08/30,2012,1319.0,2.0812623274161735,,
2012-08-31,08/31,2012,1314.0,2.0733727810650886,,
2012-09-01,09/01,2012,1327.0,2.0938856015779095,,
2012-09-02,09/02,2012,1318.0,2.0796844181459564,,
2012-09-03,09/03,2012,1417.0,2.235897435897436,,
2012-09-04,09/04,2012,1482.0,2.3384615384615386,,
2012-09-05,09/05,2012,1408.0,2.2216962524654833,,
2012-09-06,09/06,2012,1401.0,2.2106508875739643,,
2012-09-07,09/07,2012,1374.0,2.1680473372781064,,
2012-09-08,09/08,2012,1447.0,2.2832347140039446,,
2012-09-09,09/09,2012,1425.0,2.2485207100591715,,
2012-09-10,09/10,2012,1545.0,2.437869822485207,,
2012-09-11,09/11,2012,1446.0,2.281656804733728,,
2012-09-12,09/12,2012,1348.0,2.1270216962524655,,
2012-09-13,09/13,2012,1385.0,2.185404339250493,,
2012-09-14,09/14,2012,1428.0,2.2532544378698223,,
2012-09-15,09/15,2012,1390.0,2.193293885601578,,
2012-09-16,09/16,2012,1420.0,2.2406311637080867,,
2012-09-17,09/17,2012,1508.0,2.3794871794871795,,
2012-09-18,09/18,2012,1496.0,2.360552268244576,,
2012-09-19,09/19,2012,1323.0,2.0875739644970412,,
2012-09-20,09/20,2012,1328.0,2.095463510848126,,
2012-09-21,09/21,2012,1435.0,2.2642998027613412,,
2012-09-22,09/22,2012,1457.0,2.2990138067061143,,
2012-09-23,09/23,2012,1488.0,2.34792899408284,,
2012-09-24,09/24,2012,1565.0,2.4694280078895465,,
2012-09-25,09/25,2012,1467.0,2.314792899408284,,
2012-09-26,09/26,2012,1554.0,2.4520710059171598,,
2012-09-27,09/27,2012,1477.0,2.3305719921104537,,
2012-09-28,09/28,2012,1430.0,2.2564102564102564,,
2012-09-29,09/29,2012,1423.0,2.245364891518738,,
2012-09-30,09/30,2012,1381.0,2.1790927021696254,,
2012-10-01,10/01,2012,1558.0,2.4583826429980276,,
2012-10-02,10/02,2012,1530.0,2.4142011834319526,,
2012-10-03,10/03,2012,1563.0,2.4662721893491124,,
2012-10-04,10/04,2012,1582.0,2.4962524654832348,,
2012-10-05,10/05,2012,1580.0,2.4930966469428006,,
2012-10-06,10/06,2012,1524.0,2.404733727810651,,
2012-10-07,10/07,2012,1513.0,2.3873767258382643,,
2012-10-08,10/08,2012,1590.0,2.5088757396449703,,
2012-10-09,10/09,2012,1567.0,2.47258382642998,,
2012-10-10,10/10,2012,1571.0,2.478895463510848,,
2012-10-11,10/11,2012,1503.0,2.3715976331360946,,
2012-10-12,10/12,2012,1507.0,2.3779092702169624,,
2012-10-13,10/13,2012,1475.0,2.3274161735700196,,
2012-10-14,10/14,2012,1455.0,2.2958579881656807,,
2012-10-15,10/15,2012,1480.0,2.3353057199211045,,
2012-10-16,10/16,2012,1552.0,2.4489151873767256,,
2012-10-17,10/17,2012,1542.0,2.4331360946745564,,
2012-10-18,10/18,2012,1621.0,2.557790927021696,,
2012-10-19,10/19,2012,1584.0,2.4994082840236684,,
2012-10-20,10/20,2012,1600.0,2.52465483234714,,
2012-10-21,10/21,2012,1474.0,2.3258382642998026,,
2012-10-22,10/22,2012,1538.0,2.426824457593688,,
2012-10-23,10/23,2012,1575.0,2.485207100591716,,
2012-10-24,10/24,2012,1556.0,2.455226824457594,,
2012-10-25,10/25,2012,1463.0,2.3084812623274162,,
2012-10-26,10/26,2012,1530.0,2.4142011834319526,,
2012-10-27,10/27,2012,1466.0,2.313214990138067,,
2012-10-28,10/28,2012,1515.0,2.3905325443786984,,
2012-10-29,10/29,2012,1548.0,2.442603550295858,,
