date,mois_jour,year,allcause,allcause_per100k,covid,covid_per100k
2003-12-10,12/10,2003,1606.0,2.6631732555054395,,
2003-12-11,12/11,2003,1687.0,2.7974927036349166,,
2003-12-12,12/12,2003,1775.0,2.9434200053064474,,
2003-12-13,12/13,2003,1721.0,2.8538737065534625,,
2003-12-14,12/14,2003,1688.0,2.7991509684266385,,
2003-12-15,12/15,2003,1661.0,2.7543778190501462,,
2003-12-16,12/16,2003,1619.0,2.6847306977978245,,
2003-12-17,12/17,2003,1631.0,2.7046298752984876,,
2003-12-18,12/18,2003,1765.0,2.926837357389228,,
2003-12-19,12/19,2003,1720.0,2.8522154417617407,,
2003-12-20,12/20,2003,1719.0,2.850557176970019,,
2003-12-21,12/21,2003,1709.0,2.8339745290527993,,
2003-12-22,12/22,2003,1744.0,2.8920137967630675,,
2003-12-23,12/23,2003,1692.0,2.805784027593526,,
2003-12-24,12/24,2003,1661.0,2.7543778190501462,,
2003-12-25,12/25,2003,1777.0,2.9467365348898915,,
2003-12-26,12/26,2003,1764.0,2.925179092597506,,
2003-12-27,12/27,2003,1839.0,3.049548951976652,,
2003-12-28,12/28,2003,1748.0,2.898646855929955,,
2003-12-29,12/29,2003,1761.0,2.92020429822234,,
2003-12-30,12/30,2003,1712.0,2.8389493234279652,,
2003-12-31,12/31,2003,1824.0,3.024674980100823,,
2004-01-01,01/01,2004,1798.0,2.9604504890176835,,
2004-01-02,01/02,2004,1829.0,3.0114927388283332,,
2004-01-03,01/03,2004,1807.0,2.9752692067046462,,
2004-01-04,01/04,2004,1701.0,2.800737642835973,,
2004-01-05,01/05,2004,1901.0,3.1300424803240356,,
2004-01-06,01/06,2004,1810.0,2.980208779266967,,
2004-01-07,01/07,2004,1852.0,3.0493627951394604,,
2004-01-08,01/08,2004,1804.0,2.9703296341423253,,
2004-01-09,01/09,2004,1743.0,2.8698916587084664,,
2004-01-10,01/10,2004,1750.0,2.8814173280205484,,
2004-01-11,01/11,2004,1631.0,2.685480949715151,,
2004-01-12,01/12,2004,1783.0,2.935752626206079,,
2004-01-13,01/13,2004,1716.0,2.8254355056475777,,
2004-01-14,01/14,2004,1669.0,2.7480488688378832,,
2004-01-15,01/15,2004,1654.0,2.723351006026278,,
2004-01-16,01/16,2004,1618.0,2.6640761352784272,,
2004-01-17,01/17,2004,1636.0,2.6937135706523527,,
2004-01-18,01/18,2004,1448.0,2.384167023413574,,
2004-01-19,01/19,2004,1614.0,2.6574900385286657,,
2004-01-20,01/20,2004,1675.0,2.757928013962525,,
2004-01-21,01/21,2004,1702.0,2.8023841670234133,,
2004-01-22,01/22,2004,1597.0,2.6294991273421804,,
2004-01-23,01/23,2004,1561.0,2.5702242565943294,,
2004-01-24,01/24,2004,1633.0,2.688773998090032,,
2004-01-25,01/25,2004,1541.0,2.537293772845523,,
2004-01-26,01/26,2004,1673.0,2.7546349655876443,,
2004-01-27,01/27,2004,1619.0,2.6657226594658674,,
2004-01-28,01/28,2004,1568.0,2.5817499259064114,,
2004-01-29,01/29,2004,1569.0,2.5833964500938515,,
2004-01-30,01/30,2004,1517.0,2.4977771923469554,,
2004-01-31,01/31,2004,1605.0,2.642671320841703,,
2004-02-01,02/01,2004,1569.0,2.5833964500938515,,
2004-02-02,02/02,2004,1615.0,2.6591365627161063,,
2004-02-03,02/03,2004,1607.0,2.6459643692165837,,
2004-02-04,02/04,2004,1668.0,2.7464023446504426,,
2004-02-05,02/05,2004,1528.0,2.515888958408799,,
2004-02-06,02/06,2004,1599.0,2.632792175717061,,
2004-02-07,02/07,2004,1489.0,2.4516745150986266,,
2004-02-08,02/08,2004,1466.0,2.4138044587874994,,
2004-02-09,02/09,2004,1547.0,2.547172917970165,,
2004-02-10,02/10,2004,1502.0,2.473079329535351,,
2004-02-11,02/11,2004,1513.0,2.4911910955971943,,
2004-02-12,02/12,2004,1534.0,2.5257681035334407,,
2004-02-13,02/13,2004,1557.0,2.563638159844568,,
2004-02-14,02/14,2004,1479.0,2.4352092732242236,,
2004-02-15,02/15,2004,1500.0,2.46978628116047,,
2004-02-16,02/16,2004,1578.0,2.5982151677808147,,
2004-02-17,02/17,2004,1550.0,2.552112490532486,,
2004-02-18,02/18,2004,1577.0,2.596568643593374,,
2004-02-19,02/19,2004,1507.0,2.4813119504725525,,
2004-02-20,02/20,2004,1561.0,2.5702242565943294,,
2004-02-21,02/21,2004,1562.0,2.5718707807817696,,
2004-02-22,02/22,2004,1540.0,2.5356472486580826,,
2004-02-23,02/23,2004,1538.0,2.5323542002832022,,
2004-02-24,02/24,2004,1578.0,2.5982151677808147,,
2004-02-25,02/25,2004,1515.0,2.4944841439720746,,
2004-02-26,02/26,2004,1529.0,2.517535482596239,,
2004-02-27,02/27,2004,1556.0,2.5619916356571277,,
2004-02-28,02/28,2004,1522.0,2.506009813284157,,
2004-03-01,03/01,2004,1594.0,2.6245595547798595,,
2004-03-02,03/02,2004,1495.0,2.4615536602232684,,
2004-03-03,03/03,2004,1541.0,2.537293772845523,,
2004-03-04,03/04,2004,1618.0,2.6640761352784272,,
2004-03-05,03/05,2004,1547.0,2.547172917970165,,
2004-03-06,03/06,2004,1544.0,2.542233345407844,,
2004-03-07,03/07,2004,1463.0,2.4088648862251785,,
2004-03-08,03/08,2004,1537.0,2.5307076760957616,,
2004-03-09,03/09,2004,1498.0,2.4664932327855893,,
2004-03-10,03/10,2004,1498.0,2.4664932327855893,,
2004-03-11,03/11,2004,1627.0,2.67889485296539,,
2004-03-12,03/12,2004,1539.0,2.5340007244706424,,
2004-03-13,03/13,2004,1531.0,2.52082853097112,,
2004-03-14,03/14,2004,1548.0,2.548819442157605,,
2004-03-15,03/15,2004,1571.0,2.5866894984687323,,
2004-03-16,03/16,2004,1475.0,2.428623176474462,,
2004-03-17,03/17,2004,1469.0,2.4187440313498203,,
2004-03-18,03/18,2004,1419.0,2.336417821977805,,
2004-03-19,03/19,2004,1461.0,2.4055718378502977,,
2004-03-20,03/20,2004,1458.0,2.400632265287977,,
2004-03-21,03/21,2004,1431.0,2.3561761122270886,,
2004-03-22,03/22,2004,1457.0,2.3989857411005366,,
2004-03-23,03/23,2004,1466.0,2.4138044587874994,,
2004-03-24,03/24,2004,1460.0,2.4039253136628576,,
2004-03-25,03/25,2004,1441.0,2.3726413541014915,,
2004-03-26,03/26,2004,1491.0,2.4549675634735073,,
2004-03-27,03/27,2004,1447.0,2.3825204992261333,,
2004-03-28,03/28,2004,1379.0,2.2705568544801924,,
2004-03-29,03/29,2004,1488.0,2.4500279909111864,,
2004-03-30,03/30,2004,1445.0,2.379227450851253,,
2004-03-31,03/31,2004,1559.0,2.5669312082194486,,
2004-04-01,04/01,2004,1482.0,2.4401488457865446,,
2004-04-02,04/02,2004,1491.0,2.4549675634735073,,
2004-04-03,04/03,2004,1385.0,2.2804359996048342,,
2004-04-04,04/04,2004,1388.0,2.285375572167155,,
2004-04-05,04/05,2004,1410.0,2.3215991042908417,,
2004-04-06,04/06,2004,1479.0,2.4352092732242236,,
2004-04-07,04/07,2004,1398.0,2.301840814041558,,
2004-04-08,04/08,2004,1450.0,2.3874600717884547,,
2004-04-09,04/09,2004,1385.0,2.2804359996048342,,
2004-04-10,04/10,2004,1404.0,2.3117199591662,,
2004-04-11,04/11,2004,1368.0,2.252445088418349,,
2004-04-12,04/12,2004,1441.0,2.3726413541014915,,
2004-04-13,04/13,2004,1544.0,2.542233345407844,,
2004-04-14,04/14,2004,1398.0,2.301840814041558,,
2004-04-15,04/15,2004,1495.0,2.4615536602232684,,
2004-04-16,04/16,2004,1461.0,2.4055718378502977,,
2004-04-17,04/17,2004,1424.0,2.344650442915006,,
2004-04-18,04/18,2004,1335.0,2.1981097902328184,,
2004-04-19,04/19,2004,1531.0,2.52082853097112,,
2004-04-20,04/20,2004,1446.0,2.380873975038693,,
2004-04-21,04/21,2004,1441.0,2.3726413541014915,,
2004-04-22,04/22,2004,1420.0,2.338064346165245,,
2004-04-23,04/23,2004,1450.0,2.3874600717884547,,
2004-04-24,04/24,2004,1373.0,2.26067770935555,,
2004-04-25,04/25,2004,1366.0,2.249152040043468,,
2004-04-26,04/26,2004,1366.0,2.249152040043468,,
2004-04-27,04/27,2004,1498.0,2.4664932327855893,,
2004-04-28,04/28,2004,1440.0,2.3709948299140513,,
2004-04-29,04/29,2004,1402.0,2.3084269107913196,,
2004-04-30,04/30,2004,1413.0,2.326538676853163,,
2004-05-01,05/01,2004,1363.0,2.244212467481147,,
2004-05-02,05/02,2004,1430.0,2.354529588039648,,
2004-05-03,05/03,2004,1438.0,2.3677017815391705,,
2004-05-04,05/04,2004,1366.0,2.249152040043468,,
2004-05-05,05/05,2004,1397.0,2.300194289854118,,
2004-05-06,05/06,2004,1384.0,2.2787894754173936,,
2004-05-07,05/07,2004,1378.0,2.268910330292752,,
2004-05-08,05/08,2004,1308.0,2.15365363717193,,
2004-05-09,05/09,2004,1392.0,2.291961668916916,,
2004-05-10,05/10,2004,1427.0,2.349590015477327,,
2004-05-11,05/11,2004,1415.0,2.3298317252280434,,
2004-05-12,05/12,2004,1434.0,2.3611156847894095,,
2004-05-13,05/13,2004,1316.0,2.1668258306714523,,
2004-05-14,05/14,2004,1393.0,2.2936081931043564,,
2004-05-15,05/15,2004,1335.0,2.1981097902328184,,
2004-05-16,05/16,2004,1420.0,2.338064346165245,,
2004-05-17,05/17,2004,1447.0,2.3825204992261333,,
2004-05-18,05/18,2004,1439.0,2.369348305726611,,
2004-05-19,05/19,2004,1397.0,2.300194289854118,,
2004-05-20,05/20,2004,1331.0,2.1915236934830573,,
2004-05-21,05/21,2004,1315.0,2.165179306484012,,
2004-05-22,05/22,2004,1283.0,2.1124905324859222,,
2004-05-23,05/23,2004,1252.0,2.0614482826752725,,
2004-05-24,05/24,2004,1372.0,2.25903118516811,,
2004-05-25,05/25,2004,1429.0,2.352883063852208,,
2004-05-26,05/26,2004,1298.0,2.137188395297527,,
2004-05-27,05/27,2004,1381.0,2.2738499028550727,,
2004-05-28,05/28,2004,1424.0,2.344650442915006,,
2004-05-29,05/29,2004,1364.0,2.2458589916685874,,
2004-05-30,05/30,2004,1338.0,2.2030493627951393,,
2004-05-31,05/31,2004,1347.0,2.217868080482102,,
2004-06-01,06/01,2004,1362.0,2.242565943293707,,
2004-06-02,06/02,2004,1342.0,2.209635459544901,,
2004-06-03,06/03,2004,1359.0,2.2376263707313857,,
2004-06-04,06/04,2004,1361.0,2.2409194191062665,,
2004-06-05,06/05,2004,1336.0,2.1997563144202585,,
2004-06-06,06/06,2004,1351.0,2.2244541772318636,,
2004-06-07,06/07,2004,1444.0,2.3775809266638124,,
2004-06-08,06/08,2004,1464.0,2.4105114104126186,,
2004-06-09,06/09,2004,1573.0,2.589982546843613,,
2004-06-10,06/10,2004,1442.0,2.374287878288932,,
2004-06-11,06/11,2004,1402.0,2.3084269107913196,,
2004-06-12,06/12,2004,1283.0,2.1124905324859222,,
2004-06-13,06/13,2004,1280.0,2.1075509599236013,,
2004-06-14,06/14,2004,1272.0,2.0943787664240787,,
2004-06-15,06/15,2004,1335.0,2.1981097902328184,,
2004-06-16,06/16,2004,1335.0,2.1981097902328184,,
2004-06-17,06/17,2004,1335.0,2.1981097902328184,,
2004-06-18,06/18,2004,1294.0,2.1306022985477657,,
2004-06-19,06/19,2004,1317.0,2.168472354858893,,
2004-06-20,06/20,2004,1221.0,2.0104060328646227,,
2004-06-21,06/21,2004,1316.0,2.1668258306714523,,
2004-06-22,06/22,2004,1335.0,2.1981097902328184,,
2004-06-23,06/23,2004,1402.0,2.3084269107913196,,
2004-06-24,06/24,2004,1275.0,2.0993183389863996,,
2004-06-25,06/25,2004,1248.0,2.054862185925511,,
2004-06-26,06/26,2004,1326.0,2.1832910725458556,,
2004-06-27,06/27,2004,1420.0,2.338064346165245,,
2004-06-28,06/28,2004,1396.0,2.2985477656666777,,
2004-06-29,06/29,2004,1279.0,2.1059044357361607,,
2004-06-30,06/30,2004,1352.0,2.2261007014193037,,
2004-07-01,07/01,2004,1374.0,2.2623242335429907,,
2004-07-02,07/02,2004,1252.0,2.0614482826752725,,
2004-07-03,07/03,2004,1214.0,1.9988803635525405,,
2004-07-04,07/04,2004,1322.0,2.176704975796094,,
2004-07-05,07/05,2004,1387.0,2.2837290479797145,,
2004-07-06,07/06,2004,1364.0,2.2458589916685874,,
2004-07-07,07/07,2004,1360.0,2.2392728949188263,,
2004-07-08,07/08,2004,1371.0,2.25738466098067,,
2004-07-09,07/09,2004,1311.0,2.158593209734251,,
2004-07-10,07/10,2004,1242.0,2.044983040800869,,
2004-07-11,07/11,2004,1283.0,2.1124905324859222,,
2004-07-12,07/12,2004,1288.0,2.1207231534231235,,
2004-07-13,07/13,2004,1388.0,2.285375572167155,,
2004-07-14,07/14,2004,1306.0,2.1503605887970494,,
2004-07-15,07/15,2004,1381.0,2.2738499028550727,,
2004-07-16,07/16,2004,1362.0,2.242565943293707,,
2004-07-17,07/17,2004,1434.0,2.3611156847894095,,
2004-07-18,07/18,2004,1373.0,2.26067770935555,,
2004-07-19,07/19,2004,1361.0,2.2409194191062665,,
2004-07-20,07/20,2004,1343.0,2.211281983732341,,
2004-07-21,07/21,2004,1358.0,2.2359798465439455,,
2004-07-22,07/22,2004,1445.0,2.379227450851253,,
2004-07-23,07/23,2004,1331.0,2.1915236934830573,,
2004-07-24,07/24,2004,1317.0,2.168472354858893,,
2004-07-25,07/25,2004,1248.0,2.054862185925511,,
2004-07-26,07/26,2004,1294.0,2.1306022985477657,,
2004-07-27,07/27,2004,1277.0,2.1026113873612804,,
2004-07-28,07/28,2004,1349.0,2.221161128856983,,
2004-07-29,07/29,2004,1395.0,2.296901241479237,,
2004-07-30,07/30,2004,1329.0,2.1882306451081766,,
2004-07-31,07/31,2004,1388.0,2.285375572167155,,
2004-08-01,08/01,2004,1382.0,2.2754964270425133,,
2004-08-02,08/02,2004,1368.0,2.252445088418349,,
2004-08-03,08/03,2004,1424.0,2.344650442915006,,
2004-08-04,08/04,2004,1323.0,2.1783514999835347,,
2004-08-05,08/05,2004,1349.0,2.221161128856983,,
2004-08-06,08/06,2004,1384.0,2.2787894754173936,,
2004-08-07,08/07,2004,1288.0,2.1207231534231235,,
2004-08-08,08/08,2004,1366.0,2.249152040043468,,
2004-08-09,08/09,2004,1378.0,2.268910330292752,,
2004-08-10,08/10,2004,1375.0,2.263970757730431,,
2004-08-11,08/11,2004,1350.0,2.222807653044423,,
2004-08-12,08/12,2004,1280.0,2.1075509599236013,,
2004-08-13,08/13,2004,1224.0,2.0153456054269436,,
2004-08-14,08/14,2004,1207.0,1.9873546942404583,,
2004-08-15,08/15,2004,1232.0,2.028517798926466,,
2004-08-16,08/16,2004,1298.0,2.137188395297527,,
2004-08-17,08/17,2004,1289.0,2.122369677610564,,
2004-08-18,08/18,2004,1318.0,2.170118879046333,,
2004-08-19,08/19,2004,1331.0,2.1915236934830573,,
2004-08-20,08/20,2004,1267.0,2.086146145486877,,
2004-08-21,08/21,2004,1196.0,1.9692429281786148,,
2004-08-22,08/22,2004,1223.0,2.0136990812395035,,
2004-08-23,08/23,2004,1264.0,2.081206572924556,,
2004-08-24,08/24,2004,1376.0,2.265617281917871,,
2004-08-25,08/25,2004,1340.0,2.20634241117002,,
2004-08-26,08/26,2004,1243.0,2.0466295649883097,,
2004-08-27,08/27,2004,1334.0,2.1964632660453782,,
2004-08-28,08/28,2004,1258.0,2.0713274277999143,,
2004-08-29,08/29,2004,1324.0,2.179998024170975,,
2004-08-30,08/30,2004,1293.0,2.128955774360325,,
2004-08-31,08/31,2004,1319.0,2.171765403233773,,
2004-09-01,09/01,2004,1335.0,2.1981097902328184,,
2004-09-02,09/02,2004,1311.0,2.158593209734251,,
2004-09-03,09/03,2004,1430.0,2.354529588039648,,
2004-09-04,09/04,2004,1382.0,2.2754964270425133,,
2004-09-05,09/05,2004,1438.0,2.3677017815391705,,
2004-09-06,09/06,2004,1449.0,2.385813547601014,,
2004-09-07,09/07,2004,1390.0,2.2886686205420355,,
2004-09-08,09/08,2004,1409.0,2.3199525801034016,,
2004-09-09,09/09,2004,1422.0,2.341357394540126,,
2004-09-10,09/10,2004,1357.0,2.2343333223565054,,
2004-09-11,09/11,2004,1350.0,2.222807653044423,,
2004-09-12,09/12,2004,1259.0,2.0729739519873545,,
2004-09-13,09/13,2004,1311.0,2.158593209734251,,
2004-09-14,09/14,2004,1325.0,2.1816445483584155,,
2004-09-15,09/15,2004,1280.0,2.1075509599236013,,
2004-09-16,09/16,2004,1242.0,2.044983040800869,,
2004-09-17,09/17,2004,1310.0,2.1569466855468105,,
2004-09-18,09/18,2004,1342.0,2.209635459544901,,
2004-09-19,09/19,2004,1353.0,2.227747225606744,,
2004-09-20,09/20,2004,1363.0,2.244212467481147,,
2004-09-21,09/21,2004,1332.0,2.1931702176704975,,
2004-09-22,09/22,2004,1310.0,2.1569466855468105,,
2004-09-23,09/23,2004,1364.0,2.2458589916685874,,
2004-09-24,09/24,2004,1349.0,2.221161128856983,,
2004-09-25,09/25,2004,1369.0,2.254091612605789,,
2004-09-26,09/26,2004,1333.0,2.1948167418579376,,
2004-09-27,09/27,2004,1457.0,2.3989857411005366,,
2004-09-28,09/28,2004,1418.0,2.3347712977903643,,
2004-09-29,09/29,2004,1431.0,2.3561761122270886,,
2004-09-30,09/30,2004,1390.0,2.2886686205420355,,
2004-10-01,10/01,2004,1429.0,2.352883063852208,,
2004-10-02,10/02,2004,1394.0,2.295254717291797,,
2004-10-03,10/03,2004,1410.0,2.3215991042908417,,
2004-10-04,10/04,2004,1436.0,2.3644087331642902,,
2004-10-05,10/05,2004,1495.0,2.4615536602232684,,
2004-10-06,10/06,2004,1379.0,2.2705568544801924,,
2004-10-07,10/07,2004,1363.0,2.244212467481147,,
2004-10-08,10/08,2004,1430.0,2.354529588039648,,
2004-10-09,10/09,2004,1489.0,2.4516745150986266,,
2004-10-10,10/10,2004,1439.0,2.369348305726611,,
2004-10-11,10/11,2004,1411.0,2.3232456284782823,,
2004-10-12,10/12,2004,1377.0,2.2672638061053116,,
2004-10-13,10/13,2004,1411.0,2.3232456284782823,,
2004-10-14,10/14,2004,1436.0,2.3644087331642902,,
2004-10-15,10/15,2004,1402.0,2.3084269107913196,,
2004-10-16,10/16,2004,1410.0,2.3215991042908417,,
2004-10-17,10/17,2004,1371.0,2.25738466098067,,
2004-10-18,10/18,2004,1346.0,2.216221556294662,,
2004-10-19,10/19,2004,1513.0,2.4911910955971943,,
2004-10-20,10/20,2004,1551.0,2.553759014719926,,
2004-10-21,10/21,2004,1498.0,2.4664932327855893,,
2004-10-22,10/22,2004,1425.0,2.3462969671024467,,
2004-10-23,10/23,2004,1408.0,2.3183060559159614,,
2004-10-24,10/24,2004,1485.0,2.4450884183488655,,
2004-10-25,10/25,2004,1431.0,2.3561761122270886,,
2004-10-26,10/26,2004,1361.0,2.2409194191062665,,
2004-10-27,10/27,2004,1377.0,2.2672638061053116,,
2004-10-28,10/28,2004,1456.0,2.3973392169130965,,
2004-10-29,10/29,2004,1462.0,2.4072183620377383,,
2004-10-30,10/30,2004,1418.0,2.3347712977903643,,
2004-10-31,10/31,2004,1309.0,2.1553001613593703,,
2004-11-01,11/01,2004,1412.0,2.3248921526657225,,
2004-11-02,11/02,2004,1419.0,2.336417821977805,,
2004-11-03,11/03,2004,1367.0,2.2507985642309083,,
2004-11-04,11/04,2004,1429.0,2.352883063852208,,
2004-11-05,11/05,2004,1361.0,2.2409194191062665,,
2004-11-06,11/06,2004,1363.0,2.244212467481147,,
2004-11-07,11/07,2004,1387.0,2.2837290479797145,,
2004-11-08,11/08,2004,1419.0,2.336417821977805,,
2004-11-09,11/09,2004,1488.0,2.4500279909111864,,
2004-11-10,11/10,2004,1376.0,2.265617281917871,,
2004-11-11,11/11,2004,1410.0,2.3215991042908417,,
2004-11-12,11/12,2004,1390.0,2.2886686205420355,,
2004-11-13,11/13,2004,1346.0,2.216221556294662,,
2004-11-14,11/14,2004,1412.0,2.3248921526657225,,
2004-11-15,11/15,2004,1477.0,2.431916224849343,,
2004-11-16,11/16,2004,1475.0,2.428623176474462,,
2004-11-17,11/17,2004,1466.0,2.4138044587874994,,
2004-11-18,11/18,2004,1477.0,2.431916224849343,,
2004-11-19,11/19,2004,1469.0,2.4187440313498203,,
2004-11-20,11/20,2004,1500.0,2.46978628116047,,
2004-11-21,11/21,2004,1433.0,2.3594691606019693,,
2004-11-22,11/22,2004,1438.0,2.3677017815391705,,
2004-11-23,11/23,2004,1417.0,2.333124773602924,,
2004-11-24,11/24,2004,1428.0,2.3512365396647676,,
2004-11-25,11/25,2004,1423.0,2.343003918727566,,
2004-11-26,11/26,2004,1440.0,2.3709948299140513,,
2004-11-27,11/27,2004,1476.0,2.4302697006619027,,
2004-11-28,11/28,2004,1423.0,2.343003918727566,,
2004-11-29,11/29,2004,1462.0,2.4072183620377383,,
2004-11-30,11/30,2004,1460.0,2.4039253136628576,,
2004-12-01,12/01,2004,1517.0,2.4977771923469554,,
2004-12-02,12/02,2004,1491.0,2.4549675634735073,,
2004-12-03,12/03,2004,1412.0,2.3248921526657225,,
2004-12-04,12/04,2004,1469.0,2.4187440313498203,,
2004-12-05,12/05,2004,1486.0,2.4467349425363056,,
2004-12-06,12/06,2004,1449.0,2.385813547601014,,
2004-12-07,12/07,2004,1462.0,2.4072183620377383,,
2004-12-08,12/08,2004,1487.0,2.4483814667237462,,
2004-12-09,12/09,2004,1465.0,2.4121579346000592,,
2004-12-10,12/10,2004,1531.0,2.52082853097112,,
2004-12-11,12/11,2004,1470.0,2.420390555537261,,
2004-12-12,12/12,2004,1409.0,2.3199525801034016,,
2004-12-13,12/13,2004,1525.0,2.510949385846478,,
2004-12-14,12/14,2004,1454.0,2.3940461685382157,,
2004-12-15,12/15,2004,1506.0,2.479665426285112,,
2004-12-16,12/16,2004,1634.0,2.690420522277472,,
2004-12-17,12/17,2004,1587.0,2.6130338854677775,,
2004-12-18,12/18,2004,1551.0,2.553759014719926,,
2004-12-19,12/19,2004,1566.0,2.5784568775315306,,
2004-12-20,12/20,2004,1564.0,2.5751638291566503,,
2004-12-21,12/21,2004,1573.0,2.589982546843613,,
2004-12-22,12/22,2004,1584.0,2.6080943129054566,,
2004-12-23,12/23,2004,1544.0,2.542233345407844,,
2004-12-24,12/24,2004,1610.0,2.6509039417789046,,
2004-12-25,12/25,2004,1544.0,2.542233345407844,,
2004-12-26,12/26,2004,1703.0,2.804030691210854,,
2004-12-27,12/27,2004,1579.0,2.599861691968255,,
2004-12-28,12/28,2004,1602.0,2.637731748279382,,
2004-12-29,12/29,2004,1647.0,2.7118253367141962,,
2004-12-30,12/30,2004,1618.0,2.6640761352784272,,
2004-12-31,12/31,2004,1645.0,2.7085322883393155,,
2005-01-01,01/01,2005,1757.0,2.8717596678761725,,
2005-01-02,01/02,2005,1537.0,2.512176784021444,,
2005-01-03,01/03,2005,1672.0,2.7328299172959363,,
2005-01-04,01/04,2005,1679.0,2.7442711908731323,,
2005-01-05,01/05,2005,1665.0,2.7213886437187407,,
2005-01-06,01/06,2005,1685.0,2.7540779967964433,,
2005-01-07,01/07,2005,1558.0,2.5465006047530316,,
2005-01-08,01/08,2005,1542.0,2.52034912229087,,
2005-01-09,01/09,2005,1534.0,2.5072733810597887,,
2005-01-10,01/10,2005,1665.0,2.7213886437187407,,
2005-01-11,01/11,2005,1598.0,2.611879310908437,,
2005-01-12,01/12,2005,1546.0,2.52688699290641,,
2005-01-13,01/13,2005,1629.0,2.662547808178876,,
2005-01-14,01/14,2005,1530.0,2.500735510444248,,
2005-01-15,01/15,2005,1602.0,2.6184171815239776,,
2005-01-16,01/16,2005,1458.0,2.3830538393645186,,
2005-01-17,01/17,2005,1652.0,2.700140564218234,,
2005-01-18,01/18,2005,1619.0,2.6462031316400245,,
2005-01-19,01/19,2005,1604.0,2.621686116831748,,
2005-01-20,01/20,2005,1625.0,2.6560099375633355,,
2005-01-21,01/21,2005,1573.0,2.571017619561309,,
2005-01-22,01/22,2005,1668.0,2.726292046680396,,
2005-01-23,01/23,2005,1533.0,2.5056389134059036,,
2005-01-24,01/24,2005,1651.0,2.6985060965643486,,
2005-01-25,01/25,2005,1629.0,2.662547808178876,,
2005-01-26,01/26,2005,1587.0,2.5939001667157005,,
2005-01-27,01/27,2005,1645.0,2.688699290641038,,
2005-01-28,01/28,2005,1706.0,2.788401817528031,,
2005-01-29,01/29,2005,1622.0,2.65110653460168,,
2005-01-30,01/30,2005,1659.0,2.7115818377954297,,
2005-01-31,01/31,2005,1711.0,2.7965741557974564,,
2005-02-01,02/01,2005,1794.0,2.9322349710699225,,
2005-02-02,02/02,2005,1759.0,2.8750286031839427,,
2005-02-03,02/03,2005,1719.0,2.8096498970285375,,
2005-02-04,02/04,2005,1760.0,2.876663070837828,,
2005-02-05,02/05,2005,1763.0,2.881566473799483,,
2005-02-06,02/06,2005,1778.0,2.9060834886077602,,
2005-02-07,02/07,2005,1820.0,2.9747311300709356,,
2005-02-08,02/08,2005,1804.0,2.948579647608774,,
2005-02-09,02/09,2005,1805.0,2.950214115262659,,
2005-02-10,02/10,2005,1808.0,2.955117518224314,,
2005-02-11,02/11,2005,1842.0,3.0106894184564084,,
2005-02-12,02/12,2005,1846.0,3.017227289071949,,
2005-02-13,02/13,2005,1908.0,3.118564283612827,,
2005-02-14,02/14,2005,1884.0,3.0793370599195837,,
2005-02-15,02/15,2005,1880.0,3.0727991893040434,,
2005-02-16,02/16,2005,1908.0,3.118564283612827,,
2005-02-17,02/17,2005,1846.0,3.017227289071949,,
2005-02-18,02/18,2005,1807.0,2.953483050570429,,
2005-02-19,02/19,2005,1895.0,3.0973162041123206,,
2005-02-20,02/20,2005,1935.0,3.1626949102677258,,
2005-02-21,02/21,2005,1937.0,3.165963845575496,,
2005-02-22,02/22,2005,1914.0,3.1283710895361376,,
2005-02-23,02/23,2005,1882.0,3.0760681246118136,,
2005-02-24,02/24,2005,1921.0,3.1398123631133337,,
2005-02-25,02/25,2005,1880.0,3.0727991893040434,,
2005-02-26,02/26,2005,1904.0,3.1120264129972863,,
2005-02-27,02/27,2005,1881.0,3.0744336569579285,,
2005-02-28,02/28,2005,1970.0,3.219901278153705,,
2005-03-01,03/01,2005,2014.0,3.2918178549246506,,
2005-03-02,03/02,2005,1941.0,3.1725017161910363,,
2005-03-03,03/03,2005,1884.0,3.0793370599195837,,
2005-03-04,03/04,2005,1886.0,3.0826059952273543,,
2005-03-05,03/05,2005,1844.0,3.013958353764179,,
2005-03-06,03/06,2005,1896.0,3.0989506717662056,,
2005-03-07,03/07,2005,1895.0,3.0973162041123206,,
2005-03-08,03/08,2005,1921.0,3.1398123631133337,,
2005-03-09,03/09,2005,1950.0,3.1872119250760025,,
2005-03-10,03/10,2005,1852.0,3.0270340949952597,,
2005-03-11,03/11,2005,1842.0,3.0106894184564084,,
2005-03-12,03/12,2005,1883.0,3.0777025922656986,,
2005-03-13,03/13,2005,1818.0,2.9714621947631654,,
2005-03-14,03/14,2005,1874.0,3.0629923833807324,,
2005-03-15,03/15,2005,1825.0,2.9829034683403615,,
2005-03-16,03/16,2005,1886.0,3.0826059952273543,,
2005-03-17,03/17,2005,1933.0,3.159425974959955,,
2005-03-18,03/18,2005,1865.0,3.0482821744957667,,
2005-03-19,03/19,2005,1770.0,2.893007747376679,,
2005-03-20,03/20,2005,1720.0,2.8112843646824226,,
2005-03-21,03/21,2005,1699.0,2.776960543950835,,
2005-03-22,03/22,2005,1721.0,2.8129188323363077,,
2005-03-23,03/23,2005,1677.0,2.741002255565362,,
2005-03-24,03/24,2005,1596.0,2.6086103756006667,,
2005-03-25,03/25,2005,1594.0,2.6053414402928965,,
